id,smiles,target_property
mol_417,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28
mol_418,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81
mol_419,Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0
mol_420,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42
mol_421,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005
mol_422,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4
mol_423,c1(Br)c(Br)cc(Br)cc1,-4.5
mol_424,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952
mol_425,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356
mol_426,c1(O)c(C)ccc(C(C)C)c1,-2.08
mol_427,C1SC(=S)NC1(=O),-1.77
mol_428,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083
mol_429,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259
mol_430,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86
mol_431,C1CCCCC1,-3.1
mol_432,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278
mol_433,CN(C)C=Nc1ccc(Cl)cc1C,-2.86
mol_434,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24
mol_435,CCCCCCCCO,-2.39
mol_436,CCSCC,-1.34
mol_437,ClCCCl,-1.06
mol_438,CCC(C)(C)Cl,-2.51
mol_439,ClCCBr,-1.32
mol_440,Nc1ccc(cc1)N(=O)=O,-2.37
mol_441,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244
mol_442,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-2.86
mol_443,Clc1ccccc1,-2.38
mol_444,CCCCCCCC=C,-5.05
mol_445,Brc1ccc(I)cc1,-4.56
mol_446,CCC(C)(O)CC,-0.36
mol_447,CCCCCc1ccccc1,-4.64
mol_448,NC(=O)NC1NC(=O)NC1=O ,-1.6
mol_449,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571000000000001
mol_450,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
mol_451,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184
mol_452,Clc1cccc2ccccc12,-3.93
mol_453,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749
mol_454,CCCCC(C)O,-0.89
mol_455,CCCC1CCCC1,-4.74
mol_456,CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735
mol_457,Oc1ccc(Cl)c(Cl)c1,-1.25
mol_458,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001
mol_459,c2ccc1ocnc1c2,-1.16
mol_460,CCCCCO,-0.6
mol_461,CCN(CC)c1ccccc1,-3.03
mol_462,Fc1cccc(F)c1,-2.0
mol_463,ClCCC#N ,-0.29
mol_464,CC(C)(C)Cc1ccccc1,-4.15
mol_465,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
mol_466,Clc1ccccc1I,-3.54
mol_467,c2ccc1[nH]nnc1c2,-0.78
mol_468,CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
mol_469,Cc1cccc(C)c1O,-1.29
mol_470,CC(C)C(C)O,-0.18
mol_471,c1ccccc1C(O)c2ccccc2,-2.55
mol_472,CCCCCCCCCC(=O)OC,-4.69
mol_473,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31
mol_474,CC(C)CBr,-2.43
mol_475,CCI,-1.6
mol_476,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95
mol_477,CCCCCCBr,-3.81
mol_478,CCCC(C)C,-3.74
mol_479,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001
mol_480,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73
mol_481,ON=Cc1ccc(o1)N(=O)=O ,-2.19
mol_482,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003
mol_483,Nc1nc[nH]n1,0.522
mol_484,BrC(Br)Br,-1.91
mol_485,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22
mol_486,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233
mol_487,OCc1ccccc1,-0.4
mol_488,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,-2.84
mol_489,Oc1ccc(Br)cc1,-1.09
mol_490,CC(C)Br,-1.59
mol_491,CC(C)CC(C)(C)C,-4.74
mol_492,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89
mol_493,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796
mol_494,CCC,-1.94
mol_495,Nc1cc(nc(N)n1=O)N2CCCCC2 ,-1.989
mol_496,Nc2cccc3nc1ccccc1cc23 ,-4.22
mol_497,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49
mol_498,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666
mol_499,C1Cc2cccc3cccc1c23,-4.63
mol_500,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34
mol_501,Brc1ccc(Br)cc1,-4.07
mol_502,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82
mol_503,Oc1ccc(cc1)c2ccccc2,-3.48
mol_504,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56
mol_505,CCOC=C,-0.85
mol_506,CCC#C,-1.24
mol_507,COc1ncnc2nccnc12 ,-1.11
mol_508,CCCCC(C)(O)CC,-1.6
mol_509,Clc1ccc(Cl)cc1,-3.27
mol_510,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47
mol_511,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
mol_512,Cc1c[nH]c2ccccc12 ,-2.42
mol_513,COc2ncc1nccnc1n2,-1.11
mol_514,CNC(=O)Oc1ccccc1C2OCCO2,-1.57
mol_515,C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15
mol_516,CC#N,0.26
mol_517,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7
mol_518,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59
mol_519,ClCC(Cl)(Cl)Cl,-2.18
mol_520,CCCCO,0.0
mol_521,CC1CCCCC1NC(=O)Nc2ccccc2,-4.11
mol_522,Clc1cc(Cl)cc(Cl)c1,-4.48
mol_523,O=Cc1ccco1,-0.1
mol_524,CC(C)CCO,-0.51
mol_525,O=Cc2ccc1OCOc1c2 ,-1.63
mol_526,CC(=C)C,-2.33
mol_527,O=Cc1ccccc1,-1.19
mol_528,CC(=C)C(=C)C,-2.4
mol_529,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71
mol_530,O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.672
mol_531,C1c2ccccc2c3ccccc13,-5.0
mol_532,CC1CCCCC1,-3.85
mol_533,NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,-1.99
mol_534,COC(=O)c1ccc(O)cc1,-1.827
mol_535,CC1CCCO1,0.11
mol_536,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09
mol_537,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85
mol_538,CCCI,-2.29
mol_539,CCNc1nc(NC(C)C)nc(SC)n1,-3.04
mol_540,CCCO,0.62
mol_541,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817
mol_542,CCCC(C)O,-0.29
mol_543,OC(C(=O)c1ccccc1)c2ccccc2,-2.85
mol_544,Cc1ccc(O)c(C)c1,-1.19
mol_545,Clc1cccc(c1)N(=O)=O,-2.77
mol_546,Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624
mol_547,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57
mol_548,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92
mol_549,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0
mol_550,CCC(C)CCO,-0.71
mol_551,Cc2ncc1nccnc1n2,-0.12
mol_552,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001
mol_553,CCCCI,-2.96
mol_554,Brc1ccc2ccccc2c1,-4.4
mol_555,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081
mol_556,FC(F)(F)c1ccccc1,-2.51
mol_557,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144
mol_558,c1ccc2c(c1)sc3ccccc23,-4.38
mol_559,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8
mol_560,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01
mol_561,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893
mol_562,c1ccccc1C(O)C(O)c2ccccc2,-1.93
mol_563,COC(=O)c1ccccc1C(=O)OC,-1.66
mol_564,CCCCCCCC(=O)OCC,-3.39
mol_565,CCSSCC,-2.42
mol_566,CCOCCOCC,-0.77
mol_567,Clc1cc(Cl)c(Cl)cc1Cl,-5.56
mol_568,Nc1ccc(cc1)c2ccc(N)cc2,-2.7
mol_569,CCCCCC=C,-3.73
mol_570,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028
mol_571,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39
mol_572,Nc1ccccc1Cl,-1.52
mol_573,COc1cccc(Cl)c1,-2.78
mol_574,CCCCN(CC)C(=O)SCCC,-3.53
mol_575,CCCCOC=O,-1.37
mol_576,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18
mol_577,BrC(Cl)Cl,-1.54
mol_578,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48
mol_579,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11
mol_580,Oc1ccc(C=O)cc1,-0.96
mol_581,CBr,-0.79
mol_582,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8
mol_583,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839
mol_584,CCc1ccc2ccccc2c1,-4.29
mol_585,Nc1c(C)c[nH]c(=O)n1 ,-1.4580000000000002
mol_586,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92
mol_587,c1c(NC(=O)c2ccccc2(I))cccc1,-4.21
mol_588,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685
mol_589,Fc1ccccc1Br,-2.7
mol_590,Oc1ccc(Cl)cc1Cl,-1.55
mol_591,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291
mol_592,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16
mol_593,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907
mol_594,C1CCCC1,-2.64
mol_595,Cc1ccccc1N,-2.21
mol_596,c1(OC)ccc(CC=C)cc1,-2.92
mol_597,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93
mol_598,CC(C)C=C,-2.73
mol_599,Oc1ccccn1,1.02
mol_600,CC,-1.36
mol_601,Clc1ccccc1Cl,-3.05
mol_602,Sc2nc1ccccc1s2 ,-3.18
mol_603,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6
mol_604,COc2c1occc1cc3ccc(=O)oc23 ,-3.664
mol_605,CC(=O)N,1.58
mol_606,Cc1cccc2ccccc12,-3.7
mol_607,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57
mol_608,CC(O)C(C)(C)C,-0.62
mol_609,CCCC(=O)OCC,-1.36
mol_610,CC2=CC(=O)c1ccccc1C2=O ,-3.03
mol_611,c1ccc2c(c1)ccc3ccccc32,-5.26
mol_612,Cc1ccnc(C)c1,0.38
mol_613,CCCCCCCCCO,-3.01
mol_614,BrCBr,-1.17
mol_615,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59
mol_616,Cc1ccc2cc(C)ccc2c1,-4.89
mol_617,CCSC(=O)N(CC(C)C)CC(C)C,-3.68
mol_618,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22
mol_619,Nc1cccc(c1)N(=O)=O,-2.19
mol_620,CCCCCl,-2.03
mol_621,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19
mol_622,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445
mol_623,Nc3cc2c1ccccc1ccc2c4ccccc34 ,-6.2
mol_624,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955
mol_625,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706
mol_626,CC1CO1,-0.59
mol_627,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796
mol_628,CCNC(=S)NCC,-1.46
mol_629,Oc1cc(Cl)cc(Cl)c1Cl,-2.67
mol_630,CCCCC(=O)OC,-1.34
mol_631,Nc1ccccc1,-0.41
mol_632,Cc1cccc2c(C)cccc12,-4.678999999999999
mol_633,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63
mol_634,C1=Cc2cccc3cccc1c23,-3.96
mol_635,CCCCCOC(=O)CC,-1.28
mol_636,CCNc1nc(NC(C)C)nc(OC)n1,-2.084
mol_637,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699
mol_638,CCBr,-1.09
mol_639,CCC#CCC,-1.99
mol_640,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.292999999999999
mol_641,CCC(=C)C,-2.73
mol_642,Oc1cccc2cccnc12 ,-2.42
mol_643,C1CCc2ccccc2C1,-4.37
mol_644,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9
mol_645,Brc1cc(Br)cc(Br)c1,-5.6
mol_646,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
mol_647,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436
mol_648,COc1cc(CC=C)ccc1O,-1.56
mol_649,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002
mol_650,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176
mol_651,CCOC(C)OCC,-0.43
mol_652,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338
mol_653,CCCCOCCO,-0.42
mol_654,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82
mol_655,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402
mol_656,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
mol_657,c1ccc2ncccc2c1,-1.3
mol_658,COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24
mol_659,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8
mol_660,Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004
mol_661,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92
mol_662,O=C1NC(=O)C(=O)C(=O)N1 ,-1.25
mol_663,ClCCCCl,-1.62
mol_664,Fc1cccc(Br)c1,-2.67
mol_665,Clc1ccc(Br)cc1,-3.63
mol_666,CC(C)C(C)C,-3.65
mol_667,CCC=C,-1.94
mol_668,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68
mol_669,Nc1cc[nH]c(=O)n1 ,-1.155
mol_670,FC(F)(Cl)C(F)(Cl)Cl,-3.04
mol_671,CCC#N,0.28
mol_672,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51
mol_673,COc1ccccc1N(=O)=O,-1.96
mol_674,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12
mol_675,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
mol_676,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018
mol_677,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38
mol_678,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899
mol_679,OCC(O)CO,1.12
mol_680,COc1ccccc1O ,-1.96
mol_681,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67
mol_682,Cc1c2ccccc2cc3ccccc13,-5.89
mol_683,Cc1cc(=O)n(c2ccccc2)n1C,0.715
mol_684,CCCCOC,-0.99
mol_685,Cc2cnc1cncnc1n2,-0.8540000000000001
mol_686,CCNc1nc(Cl)nc(NCC)n1 ,-4.55
mol_687,CN(C)C(=O)C,1.11
mol_688,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676
mol_689,C=C,-0.4
mol_690,CC(C)(C)CCO,-0.5
mol_691,O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614
mol_692,Oc1ccc(Cl)c(Cl)c1Cl,-2.67
mol_693,COc1ccccc1,-1.85
mol_694,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53
mol_695,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85
mol_696,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16
mol_697,CCc1ccc(C)cc1,-3.11
mol_698,CC(C)SC(C)C,-2.24
mol_699,O=N(=O)c1cccc(c1)N(=O)=O,-2.29
mol_700,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
mol_701,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21
mol_702,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21
mol_703,Cc1ncc(N(=O)=O)n1CCO,-1.22
mol_704,Nc1ccc(Cl)cc1,-1.66
mol_705,CCCC(C)(C)CO,-1.52
mol_706,c1ccoc1,-0.82
mol_707,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
mol_708,CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003
mol_709,CC(C)(C)c1ccccc1,-3.66
mol_710,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27
mol_711,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37
mol_712,CCCOC,-0.39
mol_713,CC(C)OC(=O)C,-0.55
mol_714,Brc1ccccc1,-2.55
mol_715,CCOC(=O)c1ccc(O)cc1,-2.35
mol_716,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001
mol_717,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37
mol_718,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332
mol_719,O=c1[nH]cnc2[nH]ncc12 ,-2.266
mol_720,ClC=C,-1.75
mol_721,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98
mol_722,BrC(Br)(Br)Br,-3.14
mol_723,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871
mol_724,O=C1NC(=O)c2ccccc12 ,-2.61
mol_725,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38
mol_726,COC(=O)c1ccccc1,-1.85
mol_727,Cn1ccc(=O)[nH]c1=O,-0.807
mol_728,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73
mol_729,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47
mol_730,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29
mol_731,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8
mol_732,C1CC=CC1,-2.1
mol_733,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99
mol_734,CCCCCCCCC,-5.88
mol_735,Oc1ccccc1Cl,-1.06
mol_736,c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59
mol_737,CCOc1ccccc1,-2.33
mol_738,CCOC(=O)C=Cc1ccccc1,-3.0
mol_739,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484
mol_740,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499
mol_741,Cc1ccc(cc1)S(=O)(=O)N,-1.74
mol_742,CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617
mol_743,CCCCCC(C)C,-5.08
mol_744,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176
mol_745,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.5380000000000003
mol_746,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754
mol_747,CCC(O)C(C)C,-0.7
mol_748,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
mol_749,CC1(C)C2CCC1(C)C(O)C2,-2.32
mol_750,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02
mol_751,CCCCCCC,-4.53
mol_752,Oc1cccc2ccccc12,-2.22
mol_753,C/C1CCCCC1\C,-4.3
mol_754,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638
mol_755,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85
mol_756,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
mol_757,CCCCCC(=O)C,-1.45
mol_758,COP(=O)(NC(C)=O)SC ,0.54
mol_759,CCCCSP(=O)(SCCCC)SCCCC,-5.14
mol_760,c1cC2C(=O)NC(=O)C2cc1,-2.932
mol_761,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68
mol_762,CC=C(C)C,-2.56
mol_763,Cc1ccc(C)c(C)c1,-3.31
mol_764,Oc1cc(Cl)c(Cl)cc1Cl,-2.21
mol_765,c1ccc2c(c1)cnc3ccccc23 ,-2.78
mol_766,CCCC(C)(O)CC,-0.98
mol_767,CCCCCCCC,-5.24
mol_768,c1ccc2cc3ccccc3cc2c1,-6.35
mol_769,NNc1ccccc1,0.07
mol_770,CCC=O,0.58
mol_771,C1CCCCCCC1,-4.15
mol_772,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077
mol_773,ClC(Cl)Cl,-1.17
mol_774,Sc1nccc(=O)[nH]1 ,-2.273
mol_775,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915
mol_776,CC1=CCCCC1,-3.27
mol_777,CCCCC(CC)C=O,-2.13
mol_778,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.0210000000000004
mol_779,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658
mol_780,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
mol_781,CCC(CC)C=O,-1.52
mol_782,CCCOCCC,-1.62
mol_783,CCCCCCCCCCCCCCO,-5.84
mol_784,Oc1c(Cl)ccc(Cl)c1Cl,-2.64
mol_785,NC(=O)N,0.96
mol_786,CCCC#C,-1.64
mol_787,Brc1cccc(Br)c1,-3.54
mol_788,CCCCCCCCCCCCCCCCCCO,-8.4
mol_789,CC(=O)Nc1ccccc1,-1.33
mol_790,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
mol_791,c1nccc(C(=O)NN)c1,0.009
mol_792,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46
mol_793,CC(C)CCOC=O,-1.52
mol_794,CC(=O)c1ccccc1,-1.28
mol_795,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4
mol_796,CCOP(=O)(OCC)OCC,0.43
mol_797,CC2(C)C1CCC(C)(C1)C2=O,-1.85
mol_798,COc2cnc1cncnc1n2,-0.91
mol_799,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64
mol_800,CC(C)N(=O)=O,-0.62
mol_801,c1ccc2c(c1)[nH]c3ccccc32,-5.27
mol_802,OCC(O)C(O)CO,0.7
mol_803,CCCOC(=O)c1ccc(N)cc1,-2.452
mol_804,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
mol_805,O=C1CCC(=O)N1,0.3
mol_806,CCC(C)C(C)C,-4.28
mol_807,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16
mol_808,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634
mol_809,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68
mol_810,C1CCOCC1,-0.03
mol_811,CCCCCC#C,-3.01
mol_812,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314
mol_813,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92
mol_814,CCOC(=O)c1ccccc1,-2.32
mol_815,ClCC(C)C,-2.0
mol_816,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3
mol_817,CCCCCCCCCCCC(=O)OC,-4.69
mol_818,CCCSCCC,-2.58
mol_819,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6
mol_820,CCCCCBr,-3.08
mol_821,CCCC/C=C/C,-3.82
mol_822,Cc1ncc(N(=O)=O)n1CCO ,-1.26
mol_823,CCCCCC1CCCC1,-6.08
mol_824,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42
mol_825,O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148
mol_826,CC(Cl)(Cl)Cl,-2.0
mol_827,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
mol_828,O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
mol_829,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85
mol_830,Cc1ccc(Br)cc1,-3.19
mol_831,CCOCC,-0.09
