id,language,problem_id,code
s205112814,Python,unknown,"n, m = map(int, input().split())

gate_cond = [[int(x) for x in input().split()] for _ in range(m)]
max_under_th = max([l[0] for l in gate_cond])
min_upper_th = min([l[1] for l in gate_cond])
if min_upper_th - max_under_th >= 0:
    print(min_upper_th - max_under_th + 1)
else:
    print(0)
"
s214672212,Python,unknown,"nums = list(map(int, input().split("" "")))
nums.sort(reverse=True)
print(nums[0]*10+nums[1]+nums[2])
"
s197514717,Python,unknown,"ABC = list(map(int, input().split()))

A = ABC[0]
B = ABC[1]
C = ABC[2]

print(max([10*A+B+C, 10*B+C+A, 10*C+A+B]))
"
s267613210,Python,unknown,"import sys
def input(): return sys.stdin.readline().rstrip()
def input_nums(): return list(map(int, input().split()))


def main():
    K, N = input_nums()
    A = input_nums()
    dist = []
    for i in range(len(A)-1):
        dist.append(A[i+1]-A[i])
    dist.append(K+A[0]-A[-1])
    maxv = max(dist)
    print(sum(dist) - maxv)


if __name__ == '__main__':
    main()
"
s813548165,Python,unknown,"N = int(input())
S, T = input().split()

char_lists = []

for i, char in enumerate(S):
    char_lists.append(char)
    char_lists.append(T[i])

print("""".join(char_lists))
"
s869207096,Python,unknown,"n = int(input())
s = input()
cnt = 1
for i in range(n-1):
    if s[i] == s[i+1]:
        continue

    else:
        cnt += 1

print(cnt)
"
s025428739,Python,unknown,"A, B = map(int, input().split())
lst = []
lst.append(A+B)
lst.append(A-B)
lst.append(A*B)
print(max(lst))
"
s491954463,Python,unknown,"n, m = list(map(int, input().split()))
a = []
b = []
for i in range(m):
    a1, b1 = list(map(int, input().split()))
    a.append(a1)
    b.append(b1)

for i in range(1, n+1):
    print(a.count(i)+b.count(i))
"
s575946485,Python,unknown,"a = [int(input()) for i in range(5)]

dic = {}

for i in range(5):
    if str(a[i])[-1] == ""0"":
        dic.update({i: 0})
    else:
        dic.update({i: int(str(a[i])[-1]) - 10})


min_num = [i for i in dic if dic[i] == min(dic.values())][0]
a_sum = sum(a)
dic.pop(min_num)
print(abs(sum(dic.values())) + a_sum)
"
s747093551,Python,unknown,"N, M, X, Y = map(int, input().split())
x = list(map(int, input().split()))
y = list(map(int, input().split()))
print('No War' if max(max(x), X) < min(min(y), Y) else 'War')
"
s814885508,Python,unknown,"def main():
    X, K, D = map(int, input().split())

    r = X // D
    if abs(r) > K:
        print(abs(X) - K * D)
        exit()
    a = X - r * D
    if (K - r) % 2 == 0:
        print(a)
    else:
        print(abs(D - a))


if __name__ == '__main__':
    main()
"
s704354119,Python,unknown,"n = int(input())
l = input().split()
max = -1e9
min = 1e9
sum = 0
for i in range(n):
    sum += int(l[i])
    if max < int(l[i]):
        max = int(l[i])
    if min > int(l[i]):
        min = int(l[i])
print(min, max, sum)
"
s043174379,Python,unknown,"H, W = map(int, input().split())
h, w = map(int, input().split())
ans = H * W - (h * W + w * H - h * w)
print(ans)
"
s246930871,Python,unknown,"N, A, B = map(int, input().split())
ans = A * (N//(A+B)) + min(A, N % (A+B))
print(ans)
"
s357377130,Python,unknown,"A, B, K = map(int, input().split())
if A+K-1 >= B-K+1:
    while A <= B:
        print(A)
        A += 1
else:
    i = 0
    while i <= K-1:
        print(A+i)
        i += 1
    while B-K+1 <= B:
        print(B-K+1)
        K -= 1
"
s708549466,Python,unknown,"N, x = map(int, input().split())
a = list(map(int, input().split()))
cnt = 0
for i in range(1, N):
    tmp = a[i - 1] + a[i]
    if tmp > x:
        if tmp - x > a[i]:
            a[i - 1] = tmp - a[i] - x
            a[i] = 0
        else:
            a[i] = a[i] - (tmp - x)
        cnt += tmp - x

print(cnt)
"
s122565091,Python,unknown,"a, v = map(int, input().split())
b, w = map(int, input().split())
t = int(input())
if a == b:
    print('YES')
elif v <= w:
    print('NO')
else:
    if t < abs(a - b) / (v - w):
        print('NO')
    else:
        print('YES')
"
s735480710,Python,unknown,"from collections import deque
n = int(input())
a = list(map(str, input().split()))
b = []

b = a[1::2][::-1]+a[::2]
if len(a) % 2 == 0:
    print(' '.join(b))
else:
    print(' '.join(b[::-1]))
"
s622795537,Python,unknown,"n = int(input())
arr = {}

for i in range(n):
    s = input()
    if not s in arr:
        arr[s] = 1
    else:
        arr[s] += 1

max_count = max(arr.values())
dic = [key[0] for key in arr.items() if key[1] == max_count]

out_sort = sorted(dic)
for i in out_sort:
    print(i)
"
s232279435,Python,unknown,"n = int(input())
s = str(input())

ans = 0

for i in range(n):
    x = set(s[:i+1])
    y = set(s[i+1:])

    z = 0
    for w in x:
        if w in y:
            z += 1
    if z > ans:
        ans = z
print(ans)
"
s195311365,Python,unknown,"s = input()

if len(s) == 2:
    print(s)
else:
    print(s[::-1])
"
s840967243,Python,unknown,"import math
MOD = 10**9+7
f = math.factorial
n, m = sorted(map(int, input().split()))
print(max(2 - m + n, 0)*f(n)*f(m) % MOD)
"
s067092519,Python,unknown,"N = int(input())
m = []
line = ''
m = [[[0 for k in range(10)] for j in range(3)] for i in range(10)]
for i in range(N):
    n = input().split()
    b = int(n[0])
    f = int(n[1])
    r = int(n[2])
    v = int(n[3])
    m[b-1][f-1][r-1] += v

for i in range(4):
    for j in range(3):
        for k in range(10):
            line += ' {0}'.format(m[i][j][k])
        print(line)
        line = ''
    if i < 3:
        print('#'*20)
"
s485638370,Python,unknown,"a = input()
print(""Yes"" if '9' in a else ""No"")
"
s642705424,Python,unknown,"N = int(input())
S = input()
x = 1
for i in range(N-1):
    if S[i] != S[i+1]:
        x = x+1
print(x)
"
s048491063,Python,unknown,"def main():

    N, M, Q = map(int, input().split())
    train = [[0 for _ in range(N)] for _ in range(N)]
    for _ in range(M):
        l, r = map(int, input().split())
        train[l-1][r-1] += 1

    accum = [[0 for _ in range(N+1)]]
    for i in range(N):
        temp = [0]
        v = 0
        for j in range(N):
            v += train[i][j]
            temp.append(accum[-1][j+1]+v)
        accum.append(temp)

    for _ in range(Q):
        p, q = map(int, input().split())
        v = accum[q][q] - accum[p-1][q] - accum[q][p-1] + accum[p-1][p-1]
        print(v)


if __name__ == '__main__':
    main()
"
s040517919,Python,unknown,"A, B = map(int, input().split())
if A == B:
    print(""Draw"")
elif A == 1:
    print(""Alice"")
elif B == 1:
    print(""Bob"")
elif A > B:
    print(""Alice"")
else:
    print(""Bob"")
"
s147181072,Python,unknown,"print(input().swapcase())
"
s086522214,Python,unknown,"import collections
import scipy.misc
import sys
import numpy as np
import math
from operator import itemgetter
import itertools
import copy


def prime_decomposition(n):
    i = 2
    table = []
    while i * i <= n:
        while n % i == 0:
            n /= i
            table.append(int(i))
        i += 1
    if n > 1:
        table.append(int(n))
    return table


def digit(i):
    if i > 0:
        return digit(i//10) + [i % 10]
    else:
        return []


def getNearestValueIndex(list, num):

    idx = np.abs(np.asarray(list) - num).argmin()
    return idx


S = input()
T = S.split('/')

date = int(T[1]+T[2])
if date <= 430:
    print('Heisei')
else:
    print('TBD')
"
s977408144,Python,unknown,"import re
import math
from collections import defaultdict
import itertools
from copy import deepcopy
import random
from heapq import heappop, heappush
import time
import os
import queue
import sys
import datetime
from functools import lru_cache

readline = sys.stdin.readline
sys.setrecursionlimit(2000000)

alphabet = ""abcdefghijklmnopqrstuvwxyz""
mod = int(10**9+7)
inf = int(10**20)


def yn(b):
    if b:
        print(""yes"")
    else:
        print(""no"")


def Yn(b):
    if b:
        print(""Yes"")
    else:
        print(""No"")


def YN(b):
    if b:
        print(""YES"")
    else:
        print(""NO"")


class union_find():
    def __init__(self, n):
        self.n = n
        self.P = [a for a in range(N)]
        self.rank = [0]*n

    def find(self, x):
        if (x != self.P[x]):
            self.P[x] = self.find(self.P[x])
        return self.P[x]

    def same(self, x, y):
        return self.find(x) == self.find(y)

    def link(self, x, y):
        if self.rank[x] < self.rank[y]:
            self.P[x] = y
        elif self.rank[y] < self.rank[x]:
            self.P[y] = x
        else:
            self.P[x] = y
            self.rank[y] += 1

    def unite(self, x, y):
        self.link(self.find(x), self.find(y))

    def size(self):
        S = set()
        for a in range(self.n):
            S.add(self.find(a))
        return len(S)


def is_power(a, b):
    now = b
    while now < a:
        now *= b
    if now == a:
        return True
    else:
        return False


def bin_(num, size):
    A = [0]*size
    for a in range(size):
        if (num >> (size-a-1)) & 1 == 1:
            A[a] = 1
        else:
            A[a] = 0
    return A


def get_facs(n, mod_=0):
    A = [1]*(n+1)
    for a in range(2, len(A)):
        A[a] = A[a-1]*a
        if (mod > 0):
            A[a] %= mod_
    return A


def comb(n, r, mod, fac):
    if (n-r < 0):
        return 0
    return (fac[n]*pow(fac[n-r], mod-2, mod)*pow(fac[r], mod-2, mod)) % mod


def next_comb(num, size):
    x = num & (-num)
    y = num+x
    z = num & (~y)
    z //= x
    z = z >> 1
    num = (y | z)
    if (num >= (1 << size)):
        return False
    else:
        return num


def get_primes(n, type=""int""):
    A = [True]*(n+1)
    A[0] = False
    A[1] = False
    for a in range(2, n+1):
        if A[a]:
            for b in range(a*2, n+1, a):
                A[b] = False
    if (type == ""bool""):
        return A
    B = []
    for a in range(n+1):
        if (A[a]):
            B.append(a)
    return B


def is_prime(num):
    if (num <= 2):
        return False
    i = 2
    while i*i <= num:
        if (num % i == 0):
            return False
        i += 1
    return True


def ifelse(a, b, c):
    if a:
        return b
    else:
        return c


def join(A, c="" ""):
    n = len(A)
    A = list(map(str, A))
    s = """"
    for a in range(n):
        s += A[a]
        if (a < n-1):
            s += c
    return s


def factorize(n, type_=""dict""):
    b = 2
    list_ = []
    while b * b <= n:
        while n % b == 0:
            n //= b
            list_.append(b)
        b += 1
    if n > 1:
        list_.append(n)
    if type_ == ""dict"":
        dic = {}
        for a in list_:
            if a in dic:
                dic[a] += 1
            else:
                dic[a] = 1
        return dic
    elif type_ == ""list"":
        return list_
    else:
        return None


def floor_(n, x=1):
    return x*(n//x)


def ceil_(n, x=1):
    return x*((n+x-1)//x)


def hani(x, min_, max_):
    ret = x
    if x < min_:
        ret = min_
    if x > max_:
        ret = max_
    return ret


def seifu(x):
    return x//abs(x)


def main():
    n, l = map(int, input().split())
    S = []
    for a in range(n):
        S.append(input())
    S.sort()
    print("""".join(S))


main()
"
s797394058,Python,unknown,"from itertools import *

N = int(input())
x = 1

N_list = [x+1 for x in range(N)]

n = list(product(N_list, repeat=3))

m = len(n)

print(m)
"
s934308496,Python,unknown,"n, x = map(int, input().split())
m = [int(input()) for _ in range(n)]
m.sort()
print(n + (x - sum(m)) // m[0])
"
s411244720,Python,unknown,"N, K = [int(_) for _ in input().split()]
S = set()
for i in range(K):
    d = int(input())
    A = [int(_) for _ in input().split()]
    S = S | set(A)
print(N - len(S))
"
s200092246,Python,unknown,"N = int(input())
ans = []

for i in range(1, N+1):
    if sum(range(1, i + 1)) < N:
        continue
    else:
        ans = [i - 1, sum(range(1, i + 1)) - N]
        break
for i in range(ans[0]+1):
    if i + 1 != ans[1]:
        print(i + 1)
"
s453478465,Python,unknown,"a, b = map(int, input().split())
if a <= 8 and b <= 8:
    print(""Yay!"")
else:
    print("":("")
"
s668439281,Python,unknown,"import collections

n = int(input())
ls = [input() for i in range(n)]
c = collections.Counter(ls)

count = c.most_common()[0][1]
ans = []
p = c.most_common()
for i in range(len(c)):
    if p[i][1] == count:
        ans.append(p[i][0])
    else:
        break
ans = sorted(ans)
for i in ans:
    print(i)
"
s615966179,Python,unknown,"n, a, b = map(int, input().split())
ans = n//(a+b)*a
r = min(n % (a+b), a)
ans += r
print(ans)
"
s951169509,Python,unknown,"from collections import deque
H, W = map(int, input().split())
G = []
for i in range(H+2):
    if i == 0 or i == H+1:
        G.append('#'*(W+2))
    else:
        G.append('#' + input() + '#')

ans = 0
for sx in range(W+2):
    for sy in range(H+2):
        if G[sy][sx] == '.':
            dist = [[-float('inf') for i in range(W+2)] for i in range(H+2)]
            visited = [[-1 for i in range(W+2)] for i in range(H+2)]
            q = deque([])
            q.append((sx, sy))
            dist[sy][sx] = 0
            visited[sy][sx] = 1
            while q:
                x, y = q.popleft()

                if G[y][x+1] == '.' and visited[y][x+1] == -1:
                    q.append((x+1, y))
                    dist[y][x+1] = dist[y][x] + 1
                    visited[y][x+1] = 1

                if G[y][x-1] == '.' and visited[y][x-1] == -1:
                    q.append((x-1, y))
                    dist[y][x-1] = dist[y][x] + 1
                    visited[y][x-1] = 1

                if G[y+1][x] == '.' and visited[y+1][x] == -1:
                    q.append((x, y+1))
                    dist[y+1][x] = dist[y][x] + 1
                    visited[y+1][x] = 1

                if G[y-1][x] == '.' and visited[y-1][x] == -1:
                    q.append((x, y-1))
                    dist[y-1][x] = dist[y][x] + 1
                    visited[y-1][x] = 1
            for i in range(W+2):
                for j in range(H+2):
                    ans = max(ans, dist[j][i])
print(ans)
"
s676839884,Python,unknown,"s = input()
t = input()

if t[:-1] == s:
    print('Yes')
else:
    print('No')
"
s554393427,Python,unknown,"N = int(input())
mo = []
for _ in range(N):
    x, u = input().split()
    x = float(x)
    mo.append([x, u])
okz = 0
for i in mo:
    if i[1] == ""JPY"":
        okz += i[0]
    else:
        okz += i[0]*380000

print(okz)
"
s441329208,Python,unknown,"import sys
read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines
sys.setrecursionlimit(10 ** 7)
s = sorted(readline().rstrip())
t = sorted(readline().rstrip())[::-1]
print(""Yes"" if s < t else ""No"")
"
s897879131,Python,unknown,"R, G, B, N = map(int, input().split())

score = 0
for i in range(N // R + 1):
    for j in range((N-i * R) // G + 1):
        if N - i * R - j * G >= 0 and (N - i * R - j * G) % B == 0:
            score += 1

print(score)
"
s344468705,Python,unknown,"import sys


from bisect import bisect_left, bisect_right


input = sys.stdin.readline


def getS(): return input().strip()
def getN(): return int(input())
def getList(): return list(map(int, input().split()))
def getZList(): return [int(x) - 1 for x in input().split()]


INF = 10 ** 20
MOD = 1000000007


def solve():
    n = getN()
    dp = [-INF]
    for i in range(n):
        num = getN()
        num = -num
        if num >= dp[-1]:
            dp.append(num)
        else:
            idx = bisect_right(dp, num)
            dp[idx] = num

    print(len(dp) - 1)
    return


def main():
    n = getN()
    for _ in range(n):
        solve()


if __name__ == ""__main__"":

    solve()
"
s233116196,Python,unknown,"from collections import deque
N, M = map(int, input().split())
G = {i: [] for i in range(1, N+1)}
for _ in range(M):
    a, b = map(int, input().split())
    G[a].append(b)
    G[b].append(a)
col = [-1 for _ in range(N+1)]
cnt = 0
for i in range(1, N+1):
    if col[i] < 0:
        col[i] = cnt
        que = deque([i])
        while que:
            x = que.popleft()
            for y in G[x]:
                if col[y] < 0:
                    col[y] = cnt
                    que.append(y)
        cnt += 1
cmax = max(col)
print(cmax)
"
s062747389,Python,unknown,"a, b = map(int, input().split())
print(a+b if a == b else max(a, b)*2-1)
"
s964794058,Python,unknown,"memTime = int(input())
memLate = input().split()
memLate = [int(i) for i in memLate]
colorList = []
memColor = 0
highLate = 0
for color in range(memTime):
    member = memLate[color]
    if member // 400 >= 8:
        highLate += 1
    elif ((member // 400) in colorList) == False:
        colorList.append(member // 400)
maxColor = len(colorList) + highLate
minColor = len(colorList)
if minColor == 0:
    minColor = 1
print(str(minColor) + "" "" + str(maxColor))
"
s724326345,Python,unknown,"def main():
    A, B, C, X, Y = map(int, input().split())
    ans = 10 ** 10

    for k in range(max(X, Y) + 1):
        total = 2 * C * k + A * max(0, X - k) + B * max(0, Y - k)
        if total < ans:
            ans = total

    print(ans)


if __name__ == ""__main__"":
    main()
"
s878873709,Python,unknown,"import sys

readline = sys.stdin.readline
MOD = 10 ** 9 + 7
INF = float('INF')
sys.setrecursionlimit(10 ** 5)


def main():
    N = int(readline())
    s = {1, 2, 4, 8, 16, 32, 64}
    ans = 0

    for i in range(1, N + 1):
        if i in s:
            ans = i

    print(ans)


if __name__ == '__main__':
    main()
"
s652791025,Python,unknown,"n = input()
n = int(n[-1])

if n == 2 or n == 4 or n == 5 or n == 7 or n == 9:
    print(""hon"")
elif n == 0 or n == 1 or n == 6 or n == 8:
    print(""pon"")
else:
    print(""bon"")
"
s039768540,Python,unknown,"x = int(input())
print(""ai1333{}"".format(""3""*(x // 100)))
"
s174910557,Python,unknown,"N = int(input())
S = input()

ans = 1
tmp = S[0]
for s in S:
    if s != tmp:
        ans += 1
        tmp = s

print(ans)
"
s893778513,Python,unknown,"n = input()
l = list(map(int, input().split()))

b = max(l)
s = sum(l)

if b < s - b:
    print('Yes')
else:
    print('No')
"
s592421258,Python,unknown,"I = input
s = I()*2
print(['No', 'Yes'][I() in s])
"
s182651529,Python,unknown,"N, K = map(int, input().split())
score = list(map(int, input().split()))
mae = 0
usiro = K
for i in range(N-K):
    if score[mae] < score[usiro]:
        print('Yes')
    else:
        print('No')
    mae += 1
    usiro += 1
"
s681170949,Python,unknown,"N = str(input())

print(""ABC""+N)
"
s486032847,Python,unknown,"import math


def keta(s):
    if len(s) < 2:
        return int(s)
    n = sum(map(int, s))
    return keta(str(n))


def main():
    N = input()

    if keta(N) % 9 == 0:
        print(""Yes"")
    else:
        print(""No"")


if __name__ == ""__main__"":
    main()
"
s694958625,Python,unknown,"x = int(input())
a = int(input())
b = int(input())

print((x-a) % b)
"
s702834515,Python,unknown,"n = int(input())
r = 0
for ii in range(n):
    if (ii+1) % 3 != 0 and (ii+1) % 5 != 0:
        r += (ii+1)
print(r)
"
s664563518,Python,unknown,"from heapq import heappush, heappop, heapify
from collections import deque, defaultdict, Counter
import itertools
from itertools import permutations, combinations, accumulate
import sys
import bisect
import string
import math
import time


def I(): return int(input())


def MI(): return map(int, input().split())


def LI(): return [int(i) for i in input().split()]


def LI_(): return [int(i)-1 for i in input().split()]


def StoI(): return [ord(i)-97 for i in input()]


def ItoS(nn): return chr(nn+97)


def input(): return sys.stdin.readline().rstrip()


def show(*inp, end='\n'):
    if show_flg:
        print(*inp, end=end)


YN = ['No', 'Yes']
MOD = 10**9+7
inf = float('inf')
IINF = 10**10
l_alp = string.ascii_lowercase
u_alp = string.ascii_uppercase
ts = time.time()
sys.setrecursionlimit(10**6)
nums = ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']

show_flg = False


def main():
    N = I()
    s = [0] * N
    t = [0] * N

    for i in range(N):
        s[i], t[i] = map(str, input().split())
        t[i] = int(t[i])

    X = input()
    xi = 0

    for i in range(N):
        if s[i] == X:
            xi = i
            break

    ans = 0

    for i in range(N):
        if xi < i:
            ans += t[i]

    print(ans)


if __name__ == '__main__':
    main()
"
s870744379,Python,unknown,"n = int(input())

if n >= 1000:
    print('ABD')
else:
    print('ABC')
"
s103354654,Python,unknown,"W, H, x, y, r = map(int, input().split())

if x >= r and (W - r) >= x:
    if y >= r and (H - r) >= y:
        print('Yes')
    else:
        print('No')
else:
    print('No')
"
s895229833,Python,unknown,"N = int(input())
H = list(map(int, list(input().split())))

count_best, count_tmp = 0, 0

for i in range(N-1):
    if H[i] >= H[i+1]:
        count_tmp += 1
    else:
        if count_tmp > count_best:
            count_best = count_tmp

        count_tmp = 0

if count_tmp > count_best:
    count_best = count_tmp

print(count_best)
"
s749244504,Python,unknown,"from itertools import chain
import numpy as np
import networkx as nx

X = iter(open(0).readlines())
h, w = map(int, next(X).split())
C = np.zeros((10, 10), dtype=int)
for i in range(10):
    for j, c in enumerate(map(int, next(X).split())):
        C[i, j] = c
A = np.zeros((h, w), dtype=int)
for i in range(h):
    for j, a in enumerate(map(int, next(X).split())):
        A[i, j] = a

G = nx.DiGraph(C)
d = {}
for i in range(10):
    if i == 1:
        continue
    d[i] = nx.shortest_path_length(G, i, 1, weight='weight')

s = 0
for a in chain.from_iterable(A):
    if a == -1 or a == 1:
        continue
    s += d[a]
print(s)
"
s759499751,Python,unknown,"n, k = map(int, input().split())
a = [i for i in input()]
c = [0]*n
for i in range(1, n):
    if a[i] == ""C"" and a[i-1] == ""A"":
        c[i] = c[i-1]+1
    else:
        c[i] = c[i-1]
for w in range(k):
    l, r = map(int, input().split())
    print(c[r-1]-c[l-1])
"
s124725275,Python,unknown,"from collections import deque
from itertools import product, permutations, combinations
import sys
sys.setrecursionlimit(1 << 25)
readline = sys.stdin.buffer.readline
read = sys.stdin.readline
ra = range
enu = enumerate


def exit(*argv, **kwarg):
    print(*argv, **kwarg)
    sys.exit()


def mina(*argv, sub=1): return list(map(lambda x: x - sub, argv))


def a_int(): return int(readline())


def ints(): return list(map(int, readline().split()))


def read_col(H):

    ret = []
    for _ in range(H):
        ret.append(list(map(int, readline().split())))
    return tuple(map(list, zip(*ret)))


def read_map_as(H, replace={'#': 1, '.': 0}, pad=None):

    if pad is None:
        ret = []
        for _ in range(H):
            ret.append([replace[s] for s in read()[:-1]])

    else:
        ret = [[pad] * (W + 2)]
        for _ in range(H):
            ret.append([pad] + [replace[s] for s in read()[:-1]] + [pad])
        ret.append([pad] * (W + 2))

    return ret


def grid_dijkstra(grid, si: int, sj: int):

    from heapq import heappop, heappush
    H = len(grid)
    W = len(grid[0])
    D = [[-1] * W for _ in [0] * H]
    que = [(0, si, sj)]
    while que:
        c, i, j = heappop(que)
        if D[i][j] != -1:
            continue
        D[i][j] = c
        for di, dj in product([-2, -1, 0, 1, 2], repeat=2):
            ni, nj = i + di, j + dj
            if not (0 <= ni < H and 0 <= nj < W) or D[ni][nj] != -1 or ni == nj == 0 or grid[ni][nj] == 1:
                continue
            if (di == 0 and abs(dj) == 1) or (dj == 0 and abs(di) == 1):
                nc = c
            else:
                nc = c + 1
            heappush(que, (nc, ni, nj))
    return D


MOD = 10**9 + 7
INF = 2**31


H, W = ints()
si, sj = mina(*ints())
ti, tj = mina(*ints())

S = read_map_as(H)
D = [[-1] * W for _ in [0] * H]
que = deque([(0, si, sj)])
while que:
    c, i, j = que.popleft()
    if D[i][j] != -1:
        continue
    D[i][j] = c
    for di, dj in product([-2, -1, 0, 1, 2], repeat=2):
        ni, nj = i + di, j + dj
        if not (0 <= ni < H and 0 <= nj < W) or D[ni][nj] != -1 or ni == nj == 0 or S[ni][nj] == 1:
            continue
        if (di == 0 and abs(dj) == 1) or (dj == 0 and abs(di) == 1):
            que.appendleft((c, ni, nj))
        else:
            que.append((c + 1, ni, nj))

print(D[ti][tj])
"
s777789287,Python,unknown,"n, m = map(int, input().split())
a = list(map(int, input().split()))
a.sort(reverse=True)
s = sum(a)/(4*m)
if a[m-1] >= s:
    print('Yes')
else:
    print('No')
"
s858647829,Python,unknown,"a, b = map(int, input().split())

if a % 3 == 0 or b % 3 == 0 or (a + b) % 3 == 0:
    print('Possible')
else:
    print('Impossible')
"
s763097776,Python,unknown,"n = int(input())
p = [int(x) for x in input().split()]
p_copy = p[:]

p.sort()

count = 0
for i in range(n):
    if p[i] != p_copy[i]:
        count += 1

if count == 0 or count == 2:
    print(""YES"")
else:
    print(""NO"")
"
s582886163,Python,unknown,"N = int(input())
capacity_list = [int(input()) for _ in range(5)]
capacity_list.sort()
bottle_neck = capacity_list[0]
print(4+int((N+bottle_neck-1)/bottle_neck))
"
s787811177,Python,unknown,"n = int(input())
ls = [list(map(int, input().split())) for i in range(n)]
ls = sorted(ls, key=lambda x: sum(x), reverse=True)
taka = sum([ls[i][0] for i in range(0, len(ls), 2)])
aoki = sum([ls[i][1] for i in range(1, len(ls), 2)])

print(taka-aoki)
"
s906994739,Python,unknown,"n = int(input())
F = [tuple(map(int, input().split())) for _ in range(n)]
P = [tuple(map(int, input().split())) for _ in range(n)]
ans = -10 ** 18

for i in range(1, 2**10):
    tmp = 0
    lst = [0]*n
    for j in range(10):
        if (i >> j) & 1:
            for k in range(n):
                lst[k] += F[k][j]
    for k in range(n):
        tmp += P[k][lst[k]]
    ans = max(ans, tmp)


print(ans)
"
s957164965,Python,unknown,"X, N = list(map(int, input().split()))
p = list(map(int, input().split()))

p.sort()

candidates = {}
for i in range(-1, 102):

    if i in p:
        continue

    if not (abs(X-i) in candidates.keys()):
        candidates[abs(X-i)] = [i]
    else:
        candidates[abs(X-i)].append(i)

smallest = min(candidates.keys())

minNum = min(candidates[smallest])

print(minNum)
"
s259116349,Python,unknown,"from math import factorial as f

N = int(input())

primes = [2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47]
divs = []
for i in range(1, 101):
    tmp = [0 for _ in range(len(primes))]
    for j in range(len(primes)):
        p = primes[j]
        tmp[j] = 0
        while (i//p == i/p):
            i = i//p
            tmp[j] += 1
    divs.append(tmp)


divsum = [0 for _ in range(len(primes))]
for i in range(1, N+1):
    for j in range(len(primes)):
        divsum[j] += divs[i-1][j]


def num(n):
    return len(list(filter(lambda x: x >= n-1, divsum)))


ans = 0


ans += num(75)


ans += num(15)*(num(5)-1)


ans += num(25)*(num(3)-1)


ans += num(5) * (num(5)-1) * (num(3)-2) // 2
print(int(ans))
"
s191853417,Python,unknown,"a, b, c, d, e = map(int, input().split())
print(15-a-b-c-d-e)
"
s557080041,Python,unknown,"N = input()
if N == 0:
    print('Yes')
else:
    N = str(N)
    L = list(N)
    L = [int(s) for s in L]
    X = sum(L)
    if X % 9 == 0:
        print('Yes')
    else:
        print('No')
"
s763208424,Python,unknown,"from math import floor
from heapq import heappush, heappop
n, m = map(int, input().split())
a = []
for i in map(int, input().split()):
    heappush(a, -i)


def dis(x, y): return x // 2**y


for _ in range(m):
    heappush(a, -dis(-heappop(a), 1))
print(-sum(a))
"
s880494034,Python,unknown,"import math

N = input()
XS = [int(i) for i in input().split()]

m = 9999999999
for i in range(1, 101):
    c = sum([(x - i) ** 2 for x in XS])
    if m > c:
        m = c

print(m)
"
s770408311,Python,unknown,"n = int(input())
res = []
for i in range(n):
    a = input()
    res.append(a)
print(len(set(res)))
"
s167793578,Python,unknown,"N, M = map(int, input().split())

a = N * (N - 1) // 2
b = M * (M - 1) // 2

print(a + b)
"
s591424993,Python,unknown,"d, g = list(map(int, input().split()))
pc = [list(map(int, input().split())) for _ in range(d)]

ans = float(""inf"")

for bit in range(1 << d):
    count = 0
    sum = 0
    nokori = set(range(1, d + 1))

    for i in range(d):
        if bit & (1 << i):
            sum += pc[i][0] * (i + 1) * 100 + pc[i][1]
            count += pc[i][0]
            nokori.discard(i + 1)

    if sum < g:
        use = max(nokori)
        n = min(pc[use-1][0], -(-(g - sum) // (use * 100)))
        count += n
        sum += n * use * 100

    if sum >= g:
        ans = min(ans, count)
print(ans)
"
s142939923,Python,unknown,"a, b = map(int, input().split())


x = [a + b]

x.append(a - b)

x.append(a * b)
print(max(x))
"
s666154520,Python,unknown,"n = int(input())
for i in range(1, 10 ** 5):
    if i * i > n:
        print((i-1) * (i-1))
        exit()
"
s952876397,Python,unknown,"n = int(input())
s = input()

left = 0
for i in s:
    if i == "")"":
        left += 1
    else:
        break

left1 = 0
right1 = 0

for i in range(left, n):
    if s[i] == ""("":
        right1 += 1
    elif right1 > 0:
        right1 -= 1
    else:
        left1 += 1

left1 += left
for i in range(right1):
    s += "")""
for i in range(left1):
    s = ""("" + s

print(s)
"
s151217193,Python,unknown,"R = int(input())
G = int(input())
print(G*2-R)
"
s052231578,Python,unknown,"import bisect

N = int(input())
arr = [111, 222, 333, 444, 555, 666, 777, 888, 999]
ans_idx = bisect.bisect_left(arr, N)
print(arr[ans_idx])
"
s146553386,Python,unknown,"import numpy
n = int(input())
a = []
for i in range(2):
    a.append(list(map(int, input().split())))
a[1] = a[1][::-1]
res_0 = numpy.cumsum(a[0])
res_1 = numpy.cumsum(a[1])
ans = 0
for i in range(n):
    check = res_0[i] + res_1[n-1-i]
    ans = max(ans, check)
print(ans)
"
s913338871,Python,unknown,"N = int(input())
a = list(map(int, input().split()))
a.sort()

s = [ai for ai in a[N::2]]
print(sum(s))
"
s454986054,Python,unknown,"n = int(input())
print(n**3)
"
